Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E.value	LWR	EvoDist	Distances	Depth_m
SI072_100m_contig_classified	k147_346956_1_1	NapA	71	571	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter	0	187	1.8e-164	1	0.1203	0.1066,0.0137,0.0	100
SI072_100m_contig_classified	k147_174615_1_1	NapA	1	176	r__Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	0	186	5.6e-58	0.9462819047	0.6419	0.1521,0.3263,0.1635	100
SI072_100m_contig_classified	k147_528248_1_1	NapA	1	270	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halieaceae; g__Luminiphilus	0	194	4.4e-92	1	0.2351	0.1298,0.1054,0.0	100
SI072_100m_contig_classified	k147_136291_1_1	NapA	1	568	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA11654; f__UBA11654; g__CACPJA01	11.256872470118	195	7.8e-186	1	0.1398	0.0052,0.1346,0.0	100
SI072_100m_contig_classified	k147_111498_10_1	NapA	170	901	r__Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__UBA1096; g__UBA1096; s__UBA1096 sp015658765	66.1559655921238	213	4.2e-231	1	0.0773	0.022,0.0553,0.0	100
SI072_100m_contig_classified	k147_61862_6_1	NapA	68	799	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Porticoccaceae; g__HTCC2207	12.5198386496922	286	8.6e-46	1	0.2297	0.0001,0.2296,0.0	100
SI072_100m_contig_classified	k147_605396_2_1	NapA	168	846	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__LGRT01	23.5116946273033	369	3.6e-230	0.8710824343	0.1487	0.0974,0.0513,0.0	100
SI072_100m_contig_classified	k147_44596_1_1	NapA	172	930	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	35.1490099577155	372	1.3e-260	1	0.297	0.0212,0.1054,0.1704	100
SI072_100m_contig_classified	k147_520794_39_1	NapA	168	910	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Arenicellales; f__UBA868; g__GCA-2726415	38.7379749657739	428	1.1e-264	1	0.1757	0.102,0.0738,0.0	100
SI072_100m_contig_classified	k147_124708_1_1	NapA	1	362	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Methylophagaceae	0	442	1.2e-144	1	0.444	0.2604,0.1836,0.0	100
SI072_100m_contig_classified	k147_632432_1_1	NapA	1	197	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Actibacterium	926.634885338421	495	4.6e-70	0.9110477326	0.2993	0.0458,0.2534,0.0	100
SI072_100m_contig_classified	k147_518768_3_1	NapA	1	844	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__2-02-FULL-58-16_A	246.405611412471	498	1.9e-162	0.7653024043	0.3327	0.1119,0.2208,0.0	100
SI072_100m_contig_classified	k147_174318_1_1	NapA	1	405	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	226.55498149119	505	1.4e-110	0.8304408627	0.5366	0.0206,0.3009,0.215	100
SI072_100m_contig_classified	k147_208062_11_1	NapA	2	819	r__Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__MedAcidi-G1; g__MedAcidi-G2B; s__MedAcidi-G2B sp012959995	0	525	7.9e-121	1	0.0642	0.0001,0.0642,0.0	100
SI072_100m_contig_classified	k147_25686_41_1	NapA	1	850	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__GCF-002020875; f__GCF-002020875; g__Thiopontia; s__Thiopontia sp018658305	0	843	3.1e-239	1	2e-04	0.0001,0.0001,0.0	100
SI072_100m_contig_classified	k147_358920_1_1	NapA	2	721	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Cycloclasticaceae; g__Cycloclasticus	23.5179887498109	921	2.7e-247	1	0.2004	0.095,0.1054,0.0	100
SI072_100m_contig_classified	k147_88152_1_1	NapA	2	657	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Nitrincolaceae; g__ASP10-02a; s__ASP10-02a sp018647765	0	1732	3.5e-258	1	2e-04	0.0001,0.0001,0.0	100
SI072_100m_contig_classified	k147_468030_1_1	NapA	1	419	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__HTCC2089; g__UBA9659; s__UBA9659 sp018665025	0	2007	3.2e-91	1	0.0535	0.0001,0.0535,0.0	100
SI072_100m_contig_classified	k147_252313_1_1	NapA	1	259	r__Root; d__Bacteria; p__Proteobacteria	0	2071	2.1e-53	1	0.9972	0.3808,0.6164,0.0	100
SI072_100m_contig_classified	k147_28358_1_1	NapA	4	277	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	0	2112	2.7e-60	1	0.5592	0.1404,0.4187,0.0	100
SI072_100m_contig_classified	k147_245815_11_1	NapA	1	709	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	83.927821327842	2164	2.1e-127	1	0.0324	0.0001,0.0324,0.0	100
SI072_100m_contig_classified	k147_250518_1_1	NapA	1	184	r__Root; d__Bacteria	0	2183	1.8e-45	1	1.2945	0.7579,0.5366,0.0	100
SI072_100m_contig_classified	k147_123545_2_1	NapA	5	552	r__Root; d__Bacteria; p__Proteobacteria	0	2186	2.6e-91	1	1.0395	0.3785,0.661,0.0	100
SI072_100m_contig_classified	k147_552291_3_1	NapA	7	707	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__UBA6615; f__UBA6615; g__UBA8079	0	2186	2.5e-130	1	0.2061	0.015,0.1911,0.0	100
SI072_100m_contig_classified	k147_462494_4_1	NapA	24	764	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	9.78360961824743	2214	1.5e-98	0.8932197345	0.668	0.0539,0.3003,0.3137	100
SI072_100m_contig_classified	k147_190500_2_1	NapA	53	788	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	0	2227	2e-95	1	0.7077	0.2576,0.4501,0.0	100
SI072_100m_contig_classified	k147_155770_1_1	NapA	7	220	r__Root; d__Bacteria	0	2230	2.2e-32	1	1.3228	0.4585,0.1054,0.7589	100
SI072_100m_contig_classified	k147_203486_3_1	NapA	15	772	r__Root	0	2230	9.7e-95	1	1.8784	0.3077,0.8118,0.7589	100
SI072_100m_contig_classified	k147_327337_2_1	NapA	1	733	r__Root	13.0947291999332	2276	4.1e-153	1	1.3938	0.4093,0.7101,0.2744	100
SI072_100m_contig_classified	k147_99182_1_1	NapA	1	378	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales	0	2298	3.3e-45	1	0.691	0.218,0.473,0.0	100
SI072_100m_contig_classified	k147_624749_1_1	NapA	1	420	r__Root; d__Bacteria; p__SAR324; c__SAR324; o__SAR324; f__NAC60-12; g__Arctic96AD-7	0	2343	1.9e-92	1	0.156	0.0836,0.0723,0.0	100
SI072_100m_contig_classified	k147_357477_4_1	NapA	34	738	r__Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	70.0083482368346	2396	2.1e-30	1	0.6112	0.0268,0.5844,0.0	100
SI072_100m_contig_classified	k147_9377_62_1	NapA	3	940	r__Root; d__Bacteria; p__Proteobacteria	36.1210800346162	2434	1.2e-84	1	1.1519	0.1971,0.6019,0.3529	100
SI072_100m_contig_classified	k147_653078_1_1	NapA	1	234	r__Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__MedAcidi-G1; g__MedAcidi-G2B; s__MedAcidi-G2B sp012959995	0	2451	1.1e-40	1	2e-04	0.0001,0.0001,0.0	100
SI072_100m_contig_classified	k147_203473_1_1	NapA	36	477	r__Root; d__Bacteria; p__Marinisomatota; c__Marinisomatia; o__Marinisomatales; f__TCS55; g__UBA2126; s__UBA2126 sp014381755	75.1714161602861	2465	4.8e-83	1	0.1056	0.0118,0.0938,0.0	100
SI072_100m_contig_classified	k147_375449_13_1	NapA	2	717	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	0	79	1.7e-131	0.7011450744	0.5505	0.2409,0.3096,0.0	100
SI072_100m_contig_classified	k147_379530_7_1	NapA	36	667	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB	12.0067689146094	91	1.6e-138	1	0.2652	0.137,0.1282,0.0	100
SI072_100m_contig_classified	k147_48059_2_1	NapA	1	494	r__Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__MedAcidi-G1; g__MedAcidi-G2B	0	152	5.4e-157	0.603193261	0.2821	0.0388,0.2433,0.0	100
SI072_100m_contig_classified	k147_551488_1_1	NapA	1	533	r__Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales	0	186	1.4e-171	1	0.5691	0.1865,0.2191,0.1635	100
SI072_100m_contig_classified	k147_140236_1_1	NapA	2	654	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter	31.8858658270545	187	7.2e-209	1	0.1132	0.078,0.0352,0.0	100
SI072_100m_contig_classified	k147_389565_1_1	NapA	152	895	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter; s__Pelagibacter sp902581605	75.8238834609288	187	5.6e-221	1	0.0558	0.0312,0.0247,0.0	100
SI072_100m_contig_classified	k147_195796_2_1	NapA	184	938	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__BACL14	48.3938647172637	191	1.5e-229	1	0.1969	0.0462,0.1507,0.0	100
SI072_100m_contig_classified	k147_352496_1_1	NapA	1	253	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA11654	0	195	3e-84	0.7303779613	0.6538	0.3132,0.3406,0.0	100
SI072_100m_contig_classified	k147_624540_1_1	NapA	1	300	r__Root; d__Bacteria; p__Planctomycetota; c__Brocadiae; o__Brocadiales; f__Scalinduaceae; g__Scalindua	24.5962663472079	216	8.4e-110	1	0.1141	0.0686,0.0455,0.0	100
SI072_100m_contig_classified	k147_493581_1_1	NapA	1	399	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	51.4599884348253	423	4e-144	0.4625875757	0.8237	0.1423,0.4083,0.2732	100
SI072_100m_contig_classified	k147_365412_14_1	NapA	169	927	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__LGRT01; s__LGRT01 sp001642945	29.0398197127829	369	3.1e-260	1	0.0096	0.0095,0.0001,0.0	100
SI072_100m_contig_classified	k147_493768_1_1	NapA	6	482	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__UBA6615; f__UBA6615; g__UBA8079; s__UBA8079 sp018667335	0	397	1.4e-173	1	0.0324	0.0285,0.0038,0.0	100
SI072_100m_contig_classified	k147_76777_1_1	NapA	1	336	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales	0	442	2.9e-127	1	0.5551	0.3071,0.2479,0.0	100
SI072_100m_contig_classified	k147_494194_1_1	NapA	1	172	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Actibacterium	65.283315633388	495	1.5e-60	1	0.1703	0.0001,0.1702,0.0	100
SI072_100m_contig_classified	k147_5916_5_1	NapA	13	963	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__UBA2165	1245.01126292041	500	7.4e-183	0.3703154027	0.3666	0.1308,0.2358,0.0	100
SI072_100m_contig_classified	k147_102601_2_1	NapA	5	886	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__2-02-FULL-58-16_A	0	529	1.2e-114	1	0.4457	0.108,0.3377,0.0	100
SI072_100m_contig_classified	k147_26235_1_1	NapA	1	845	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PS1; f__Thioglobaceae; g__SUP05; s__SUP05 sp000205985	0	838	2.3e-250	1	2e-04	0.0001,0.0001,0.0	100
SI072_100m_contig_classified	k147_107746_1_1	NapA	1	174	r__Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__DEV007	0	909	8.2e-59	0.9334891645	0.4665	0.2358,0.2307,0.0	100
SI072_100m_contig_classified	k147_496154_3_1	NapA	1	357	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospirillaceae	0	1201	3.9e-155	1	0.4352	0.2186,0.2166,0.0	100
SI072_100m_contig_classified	k147_353287_1_1	NapA	2	878	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Photobacterium	0	1998	9.8e-173	1	0.3108	0.0566,0.2542,0.0	100
SI072_100m_contig_classified	k147_342926_1_1	NapA	1	684	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__HTCC2089	0	2107	1.1e-113	1	0.4775	0.1329,0.3447,0.0	100
SI072_100m_contig_classified	k147_47325_2_1	NapA	1	570	r__Root; d__Bacteria; p__Proteobacteria	8.98972652604872	2125	2.8e-71	1	1.1405	0.2459,0.5495,0.3451	100
SI072_100m_contig_classified	k147_167049_1_1	NapA	21	261	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__BACL14	11.7516800512221	2166	1.9e-54	0.9148365188	0.2071	0.1018,0.1054,0.0	100
SI072_100m_contig_classified	k147_525136_1_1	NapA	1	292	r__Root; d__Bacteria; p__Proteobacteria	38.3233115663574	2167	6.7e-68	1	0.8792	0.2161,0.3973,0.2658	100
SI072_100m_contig_classified	k147_133389_9_1	NapA	1	683	r__Root; d__Bacteria; p__SAR324; c__SAR324	0	2183	8.3e-134	1	0.8806	0.3797,0.501,0.0	100
SI072_100m_contig_classified	k147_582918_1_1	NapA	1	686	r__Root; d__Bacteria	0	2186	3.4e-125	1	1.2504	0.4934,0.757,0.0	100
SI072_100m_contig_classified	k147_436001_1_1	NapA	1	251	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0	2191	3.5e-44	1	0.8719	0.4859,0.3859,0.0	100
SI072_100m_contig_classified	k147_541992_1_1	NapA	37	773	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0	2214	3.6e-97	1	0.829	0.0905,0.4248,0.3137	100
SI072_100m_contig_classified	k147_12970_1_1	NapA	2	187	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0	2227	1.4e-30	1	0.794	0.2782,0.5158,0.0	100
SI072_100m_contig_classified	k147_390515_12_1	NapA	35	763	r__Root	60.0756887091865	2230	5.5e-90	1	1.9317	0.2449,0.9279,0.7589	100
SI072_100m_contig_classified	k147_200674_2_1	NapA	1	733	r__Root	0	2276	2.4e-151	1	1.4007	0.4057,0.7206,0.2744	100
SI072_100m_contig_classified	k147_58499_4_1	NapA	1	841	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales	0	2378	6.1e-116	0.9965835681	0.5935	0.1829,0.4106,0.0	100
SI072_100m_contig_classified	k147_556687_11_1	NapA	28	685	r__Root	109.563946181188	2393	2.2e-27	1	1.4397	0.6481,0.7916,0.0	100
SI072_100m_contig_classified	k147_313880_3_1	NapA	2	778	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales	118.942414157779	2432	1.4e-52	0.9662525772	0.5979	0.0278,0.3654,0.2047	100
SI072_100m_contig_classified	k147_330481_1_1	NapA	3	660	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales	14.4081226975313	2438	2.1e-76	0.7812692517	0.5762	0.2004,0.3757,0.0	100
SI072_100m_contig_classified	k147_475812_22_1	NapA	10	814	r__Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__MedAcidi-G1; g__MedAcidi-G2B	30.1949049786695	2451	2.6e-120	1	0.2583	0.0438,0.2144,0.0	100
SI072_100m_contig_classified	k147_9875_4_1	NapA	39	836	r__Root; d__Bacteria; p__Marinisomatota; c__Marinisomatia; o__Marinisomatales; f__TCS55; g__UBA2126	69.1229967603032	2465	3e-118	1	0.1661	0.0001,0.1661,0.0	100
SI072_100m_contig_classified	k147_322_2_1	NapA	2	604	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0	86	9.9e-112	1	0.8659	0.0604,0.1054,0.7001	100
SI072_100m_contig_classified	k147_175156_1_1	NapA	1	188	r__Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales	0	161	9.9e-66	0.4437075279	0.5392	0.0439,0.1054,0.3899	100
SI072_100m_contig_classified	k147_375297_1_1	NapA	1	600	r__Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Salibacteraceae; g__SHAN690; s__SHAN690 sp009937235	21.3880576932243	185	2.3e-196	1	2e-04	0.0001,0.0001,0.0	100
SI072_100m_contig_classified	k147_477782_1_1	NapA	1	172	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter	0	187	6.8e-53	1	0.1113	0.1112,0.0001,0.0	100
SI072_100m_contig_classified	k147_16320_1_1	NapA	1	639	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter; s__Pelagibacter sp902581605	63.5635723956197	187	1e-196	1	0.0491	0.049,0.0001,0.0	100
SI072_100m_contig_classified	k147_400925_1_1	NapA	1	397	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__BACL14	13.737921188343	191	8.8e-131	1	0.3021	0.0679,0.2342,0.0	100
SI072_100m_contig_classified	k147_376021_2_1	NapA	177	930	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halieaceae	0	194	1.4e-231	1	0.3964	0.163,0.2334,0.0	100
SI072_100m_contig_classified	k147_180991_6_1	NapA	204	957	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__HTCC2089; g__UBA4582	30.4912392733982	200	6.2e-236	1	0.0096	0.0001,0.0095,0.0	100
SI072_100m_contig_classified	k147_451436_1_1	NapA	1	192	r__Root; d__Bacteria; p__Planctomycetota; c__Brocadiae; o__Brocadiales; f__Scalinduaceae; g__Scalindua	16.7094200728314	216	2.6e-70	1	0.1046	0.0706,0.034,0.0	100
SI072_100m_contig_classified	k147_116416_2_1	NapA	167	918	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__HIMB59; f__GCA-002718135; g__JAGFWP01	208.062280497742	360	3.1e-261	0.6994237544	0.2401	0.0916,0.1485,0.0	100
SI072_100m_contig_classified	k147_388514_4_1	NapA	169	927	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__LGRT01	36.6454867804166	369	4.8e-258	1	0.11	0.0514,0.0587,0.0	100
SI072_100m_contig_classified	k147_148309_1_1	NapA	2	710	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0	374	6e-252	1	0.3571	0.0349,0.1054,0.2169	100
SI072_100m_contig_classified	k147_471334_1_1	NapA	43	691	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__TMED109; f__TMED109	24.1428147622502	387	9.8e-217	0.6384023201	0.2584	0.04,0.0642,0.1542	100
SI072_100m_contig_classified	k147_65309_1_1	NapA	1	210	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__UBA8366; f__UBA8366; g__UBA6544	0	400	6.3e-84	0.5950610757	0.2439	0.1385,0.1054,0.0	100
SI072_100m_contig_classified	k147_330093_23_1	NapA	2	960	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	22.7011642529539	504	1.9e-185	1	0.0097	0.0001,0.0097,0.0	100
SI072_100m_contig_classified	k147_322847_9_1	NapA	2	884	r__Root; d__Bacteria; p__SAR324; c__SAR324; o__SAR324; f__NAC60-12; g__Arctic96AD-7	0	533	1.6e-109	1	0.1668	0.0268,0.14,0.0	100
SI072_100m_contig_classified	k147_524309_1_1	NapA	1	209	r__Root; d__Bacteria	0	876	1.4e-62	1	1.1412	0.2973,0.502,0.3419	100
SI072_100m_contig_classified	k147_81789_4_1	NapA	1	720	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__BACL14; s__BACL14 sp018657165	0	1058	1e-280	1	2e-04	0.0001,0.0001,0.0	100
SI072_100m_contig_classified	k147_553764_1_1	NapA	1	733	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Photobacterium	0	1998	1.9e-149	1	0.3104	0.0757,0.2348,0.0	100
SI072_100m_contig_classified	k147_518006_1_1	NapA	15	276	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halieaceae; g__Halioglobus; s__Halioglobus sp000156295	0	2103	1.1e-44	1	0.0409	0.0001,0.0409,0.0	100
SI072_100m_contig_classified	k147_257346_4_1	NapA	1	684	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0	2159	1.2e-144	1	0.884	0.4036,0.4804,0.0	100
SI072_100m_contig_classified	k147_450622_2_1	NapA	1	677	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	88.9591780160655	2177	6.4e-141	1	0.7636	0.2605,0.5031,0.0	100
SI072_100m_contig_classified	k147_441437_1_1	NapA	2	286	r__Root	6.73050766569994	2186	1.1e-51	1	1.4183	0.4181,1.0002,0.0	100
SI072_100m_contig_classified	k147_490361_1_1	NapA	1	514	r__Root; d__Bacteria	0	2186	4.2e-114	1	1.3051	0.4713,0.8338,0.0	100
SI072_100m_contig_classified	k147_387784_1_1	NapA	5	278	r__Root; d__Bacteria; p__Proteobacteria	0	2186	1.5e-46	1	0.9708	0.2645,0.7063,0.0	100
SI072_100m_contig_classified	k147_360267_1_1	NapA	2	226	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0	2219	2.5e-34	0.571236309	0.8949	0.2871,0.6078,0.0	100
SI072_100m_contig_classified	k147_633784_1_1	NapA	1	415	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	10.8228725676556	2227	6.1e-44	1	0.5878	0.0645,0.5233,0.0	100
SI072_100m_contig_classified	k147_273999_3_1	NapA	34	757	r__Root	0	2230	9.1e-88	1	1.849	0.2606,0.8294,0.7589	100
SI072_100m_contig_classified	k147_532824_1_1	NapA	1	732	r__Root	0	2276	4.8e-147	1	1.4977	0.394,0.8293,0.2744	100
SI072_100m_contig_classified	k147_594289_4_1	NapA	6	856	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__UBA6615; f__UBA6615; g__UBA8079	0	2299	3e-84	1	0.1937	0.0001,0.1936,0.0	100
SI072_100m_contig_classified	k147_579430_1_1	NapA	1	720	r__Root; d__Bacteria; p__SAR324; c__SAR324; o__SAR324; f__NAC60-12; g__Arctic96AD-7	0	2343	5.9e-142	1	0.2722	0.0697,0.2025,0.0	100
SI072_100m_contig_classified	k147_559814_1_1	NapA	34	489	r__Root; d__Bacteria; p__Marinisomatota; c__Marinisomatia; o__Marinisomatales	0	2402	5e-52	1	0.7003	0.1489,0.5514,0.0	100
SI072_100m_contig_classified	k147_57765_1_1	NapA	1	268	r__Root; d__Bacteria; p__Planctomycetota; c__UBA8108; o__UBA1146; f__UBA1146; g__UBA12191	0	2449	9.7e-33	1	0.2964	0.0001,0.2963,0.0	100
SI072_100m_contig_classified	k147_277635_2_1	NapA	1	749	r__Root; d__Bacteria; p__SAR324; c__SAR324; o__SAR324; f__NAC60-12; g__UBA8110	99.0279434235412	2462	7e-107	1	0.2385	0.1331,0.1054,0.0	100
SI072_100m_contig_classified	k147_159353_5_1	NapA	5	761	r__Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__MB11C04	27.7876340108819	40	2.3e-140	1	0.3769	0.1544,0.2225,0.0	100
SI072_100m_contig_classified	k147_424592_1_1	NapA	11	236	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB	0	91	7.6e-54	1	0.2505	0.1451,0.1054,0.0	100
SI072_100m_contig_classified	k147_518096_3_1	NapA	1	533	r__Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales	16.7906247311293	174	1.2e-179	1	0.6593	0.0922,0.2096,0.3575	100
SI072_100m_contig_classified	k147_635933_1_1	NapA	1	324	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter; s__Pelagibacter sp902581605	0	187	4.4e-110	1	0.0767	0.0337,0.043,0.0	100
SI072_100m_contig_classified	k147_467129_1_1	NapA	1	303	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter; s__Pelagibacter sp902581605	0	187	1.3e-101	1	0.0853	0.0852,0.0001,0.0	100
SI072_100m_contig_classified	k147_18781_3_1	NapA	1	487	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PS1; f__Thioglobaceae; g__DUCF01; s__DUCF01 sp012959965	145.289777157866	188	1.3e-143	1	0.0674	0.0673,0.0001,0.0	100
SI072_100m_contig_classified	k147_122383_4_1	NapA	184	938	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__BACL14	20.9819553319605	191	9.3e-233	1	0.2046	0.0573,0.1473,0.0	100
SI072_100m_contig_classified	k147_123704_10_1	NapA	194	949	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA11654; f__UBA11654; g__CACPJA01	0	195	4.9e-229	1	0.125	0.0447,0.0803,0.0	100
